,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Alicia,Kat,,1.0,,,,,1.0,1.0,0.0,0.0,1.0,0.0,,,
Alicia,Monica,,0.0,,,0.0,,,,,,,,,,
Alicia,Nina,,0.0,,,,,,,,,,,,,
Kat,Monica,,0.0,,,,,,,,,,,,,
Kat,Nina,,0.0,,,,,,,,,,,,,
Monica,Nina,,1.0,,,,,,,,,,,,,
Tarzan,Troyzan,,,1.0,1.0,,,1.0,0.0,0.0,0.0,1.0,,,,
Tarzan,Leif,,,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,,,
Tarzan,Jay,,,1.0,1.0,,,1.0,0.0,0.0,,,,,,
Tarzan,Michael,,,0.0,1.0,,,1.0,1.0,,,,,,,
Tarzan,Jonas,,,1.0,1.0,1.0,,0.0,,,,,,,,
Tarzan,Colton,,,1.0,1.0,1.0,,,,,,,,,,
Tarzan,Bill,,,1.0,0.0,,,,,,,,,,,
Tarzan,Matt,,,0.0,,,,,,,,,,,,
Troyzan,Leif,,,1.0,1.0,,,0.0,1.0,1.0,1.0,,,,,
Troyzan,Jay,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,
Troyzan,Michael,,,0.0,1.0,,,1.0,0.0,,,,,,,
Troyzan,Jonas,,,1.0,1.0,,,0.0,,,,,,,,
Troyzan,Colton,,,1.0,1.0,,,,,,,,,,,
Troyzan,Bill,,,1.0,0.0,,,,,,,,,,,
Troyzan,Matt,,,0.0,,,,,,,,,,,,
Leif,Jay,,,1.0,1.0,,,0.0,1.0,1.0,,,,,,
Leif,Michael,,,0.0,1.0,,,0.0,0.0,,,,,,,
Leif,Jonas,,,1.0,1.0,1.0,,1.0,,,,,,,,
Leif,Colton,,,1.0,1.0,1.0,,,,,,,,,,
Leif,Bill,,,1.0,0.0,,,,,,,,,,,
Leif,Matt,,,0.0,,,,,,,,,,,,
Jay,Michael,,,0.0,1.0,,,1.0,0.0,,,,,,,
Jay,Jonas,,,1.0,1.0,,,0.0,,,,,,,,
Jay,Colton,,,1.0,1.0,,,,,,,,,,,
Jay,Bill,,,1.0,0.0,,,,,,,,,,,
Jay,Matt,,,0.0,,,,,,,,,,,,
Michael,Jonas,,,0.0,1.0,,,0.0,,,,,,,,
Michael,Colton,,,0.0,1.0,,,,,,,,,,,
Michael,Bill,,,0.0,0.0,,,,,,,,,,,
Michael,Matt,,,1.0,,,,,,,,,,,,
Jonas,Colton,,,1.0,1.0,1.0,,,,,,,,,,
Jonas,Bill,,,1.0,0.0,,,,,,,,,,,
Jonas,Matt,,,0.0,,,,,,,,,,,,
Colton,Bill,,,1.0,0.0,,,,,,,,,,,
Colton,Matt,,,0.0,,,,,,,,,,,,
Bill,Matt,,,0.0,,,,,,,,,,,,
Christina,Tarzan,,,,,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,
Christina,Leif,,,,,0.0,,0.0,1.0,0.0,0.0,,,,,
Christina,Jonas,,,,,0.0,,0.0,,,,,,,,
Christina,Colton,,,,,0.0,,,,,,,,,,
Alicia,Tarzan,,,,,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,
Alicia,Leif,,,,,1.0,,0.0,1.0,0.0,0.0,,,,,
Alicia,Jonas,,,,,1.0,,0.0,,,,,,,,
Alicia,Colton,,,,,1.0,,,,,,,,,,
Tarzan,Monica,,,,,0.0,,,,,,,,,,
Leif,Monica,,,,,0.0,,,,,,,,,,
Jonas,Monica,,,,,0.0,,,,,,,,,,
Colton,Monica,,,,,0.0,,,,,,,,,,
Kim,Tarzan,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,
Kim,Troyzan,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,
Kim,Leif,,,,,,,0.0,1.0,0.0,0.0,,,,,
Kim,Jay,,,,,,,1.0,1.0,0.0,,,,,,
Kim,Michael,,,,,,,1.0,0.0,,,,,,,
Kim,Jonas,,,,,,,0.0,,,,,,,,
Sabrina,Tarzan,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,
Sabrina,Troyzan,,,,,,,1.0,1.0,0.0,0.0,1.0,,,,
Sabrina,Leif,,,,,,,0.0,1.0,0.0,0.0,,,,,
Sabrina,Jay,,,,,,,1.0,1.0,0.0,,,,,,
Sabrina,Michael,,,,,,,1.0,0.0,,,,,,,
Sabrina,Jonas,,,,,,,0.0,,,,,,,,
Chelsea,Tarzan,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,
Chelsea,Troyzan,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,
Chelsea,Leif,,,,,,,0.0,1.0,0.0,0.0,,,,,
Chelsea,Jay,,,,,,,1.0,1.0,0.0,,,,,,
Chelsea,Michael,,,,,,,1.0,0.0,,,,,,,
Chelsea,Jonas,,,,,,,0.0,,,,,,,,
Christina,Troyzan,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,
Christina,Jay,,,,,,,1.0,1.0,0.0,,,,,,
Christina,Michael,,,,,,,1.0,0.0,,,,,,,
Alicia,Troyzan,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,
Alicia,Jay,,,,,,,1.0,1.0,0.0,,,,,,
Alicia,Michael,,,,,,,1.0,0.0,,,,,,,
Tarzan,Kat,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,
Kat,Troyzan,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,
Kat,Leif,,,,,,,0.0,1.0,0.0,0.0,,,,,
Kat,Jay,,,,,,,1.0,1.0,0.0,,,,,,
Kat,Michael,,,,,,,1.0,0.0,,,,,,,
Kat,Jonas,,,,,,,0.0,,,,,,,,
